F0,F1,F2,F3
-5.807686351249993217e-01,-3.148251999076201457e-01,6.368711023456999354e-02,0.000000000000000000e+00
-5.951990033892401444e-01,-1.459816213004493379e-01,1.625501823699664894e-01,0.000000000000000000e+00
-4.778326366720522800e-01,-2.618551842003926655e-01,6.940284515413149002e-02,0.000000000000000000e+00
-4.594989879997813942e-01,-3.486217311957362508e-01,8.942140671158645138e-02,0.000000000000000000e+00
-5.703140491826744762e-01,-8.158393014786397002e-02,4.341562404384199936e-02,0.000000000000000000e+00
-5.758501080448374942e-01,-1.642810909910492889e-01,4.036207369756822372e-04,0.000000000000000000e+00
-5.086642269412938733e-01,-1.209352072077084506e-01,3.397589244186001445e-02,0.000000000000000000e+00
-4.991772160765644561e-01,-1.356273429082585358e-01,6.306906673060093393e-02,0.000000000000000000e+00
-5.116111824973865740e-01,-2.150812645242333732e-02,1.407701793461789141e-01,0.000000000000000000e+00
-5.909192972448686909e-01,-5.109199756385490732e-02,9.775261931646245239e-02,0.000000000000000000e+00
-4.539485620710927982e-01,-2.252196886813053189e-01,-1.268168084123277861e-03,0.000000000000000000e+00
-4.867501649321875901e-01,-1.797912619006017676e-01,1.329950138900896917e-01,0.000000000000000000e+00
-4.709294994635753184e-01,-3.128324891679891417e-02,1.586726091432621999e-01,0.000000000000000000e+00
-5.643859818046134125e-01,-1.740403165935175689e-01,1.591275856513651998e-01,0.000000000000000000e+00
-4.346058936768252279e-01,6.484485487648017354e-03,8.734545232297802331e-02,0.000000000000000000e+00
-6.423895763126117320e-01,-1.445150452879124803e-01,2.274759595901886533e-01,0.000000000000000000e+00
-5.236521921118391099e-01,-3.553794087513856281e-03,1.302769288394170499e-01,0.000000000000000000e+00
-4.404140978865023204e-01,-3.214133861330594755e-01,-4.325069308252406375e-02,0.000000000000000000e+00
-5.460628009440575692e-01,-1.897554131306491976e-01,9.218018758284683700e-02,0.000000000000000000e+00
-5.414584966935804822e-01,-2.776774704468140120e-01,1.307391144212617651e-01,0.000000000000000000e+00
-4.046914383844466556e-01,-1.000794945243943385e-01,9.777358834068310134e-02,0.000000000000000000e+00
-4.896197948055281413e-01,-3.634343874552364850e-02,-3.124003477485168268e-02,0.000000000000000000e+00
-3.969585991792414226e-01,-2.273985371272220779e-01,1.522498165494781119e-01,0.000000000000000000e+00
-4.763722227205244852e-01,-1.916609538484190522e-01,1.510576318473070834e-01,0.000000000000000000e+00
-5.536134803040273500e-01,-1.310876916305867279e-01,-1.862080183315496795e-02,0.000000000000000000e+00
-4.474904067415248488e-01,-3.256413078146155327e-01,3.934743062964404792e-02,0.000000000000000000e+00
-4.362288591027733142e-01,-2.546514958322953492e-01,8.752913108960075350e-02,0.000000000000000000e+00
-4.020803604122364927e-01,-1.306248756298841740e-02,1.574227873944325784e-01,0.000000000000000000e+00
-6.043707403232564390e-01,-1.109612913722954758e-01,4.302656058993241384e-02,0.000000000000000000e+00
-4.847985028076393088e-01,-2.884252645392788583e-01,-6.196318813881940279e-04,0.000000000000000000e+00
-4.635766960870285058e-01,-2.483868862552434664e-01,-1.106347895711559670e-02,0.000000000000000000e+00
-5.756580818195083937e-01,-2.176218430306092189e-01,7.818008613675847540e-02,0.000000000000000000e+00
-5.253387325787030049e-01,-2.023060028215528938e-01,6.108354554038889633e-02,0.000000000000000000e+00
-6.306926882484941155e-01,-1.755795582840510016e-01,1.989906729834770571e-01,0.000000000000000000e+00
-4.007877917896640607e-01,-9.109960691636631580e-02,1.489717496465799706e-01,0.000000000000000000e+00
-4.981110121412875569e-01,-2.139962483752278488e-01,1.974403888200178259e-02,0.000000000000000000e+00
-4.341277819557258222e-01,-1.982108219946829841e-01,5.706374257316999127e-02,0.000000000000000000e+00
-6.216715100040499653e-01,-2.055455406673774577e-01,2.443504438178652205e-01,0.000000000000000000e+00
-4.721383518327039730e-01,-2.887302525225194372e-01,9.830373008178680538e-02,0.000000000000000000e+00
-5.245487865802830330e-01,-1.806629088879066203e-01,3.485176681484191547e-02,0.000000000000000000e+00
-4.889809744968532934e-01,-1.758715460513096407e-01,7.957510678064293186e-02,0.000000000000000000e+00
-5.061476751400975083e-01,-1.066296783310888008e-01,-2.789504554179117468e-03,0.000000000000000000e+00
-6.045730609785049392e-01,-1.439858496622854200e-01,6.007193648824691451e-02,0.000000000000000000e+00
-3.602520403771660717e-01,-1.175786981788836394e-01,1.148940875298268272e-02,0.000000000000000000e+00
-7.052263152845128502e-01,7.174110998339269796e-02,9.743255453135540867e-02,0.000000000000000000e+00
-4.923939147617689693e-01,-1.380517738630273328e-01,2.151370343371530186e-02,0.000000000000000000e+00
-4.668064571246977601e-01,-1.770256620943129466e-01,1.348384576964801185e-01,0.000000000000000000e+00
-4.642743918552219573e-01,-1.226104166418243019e-01,3.737618818971753104e-02,0.000000000000000000e+00
-4.324160195431847598e-01,-1.854279275296225604e-01,5.313411878762620139e-02,0.000000000000000000e+00
-4.552842507685703199e-01,-1.453136041919003141e-01,1.341779459852147083e-01,0.000000000000000000e+00
-4.014411331414505790e-01,-1.835439211399375325e-01,1.187018080022471389e-01,0.000000000000000000e+00
-5.703886107986612108e-01,-2.255468178158286097e-01,9.848364134479752063e-02,0.000000000000000000e+00
-4.939702796335840307e-01,-1.647658387176211270e-01,-9.715370552736085630e-02,0.000000000000000000e+00
-4.998993290832172698e-01,-1.816080341495129868e-01,4.306602447764493191e-02,0.000000000000000000e+00
-3.473132071433232548e-01,-1.406843109226932897e-01,1.020689613906801546e-01,0.000000000000000000e+00
-6.536362712937607844e-01,-2.395777567561202526e-02,5.694535254837767430e-02,0.000000000000000000e+00
-6.078815591379544969e-01,-2.122153907027018171e-01,1.330560835943602471e-01,0.000000000000000000e+00
6.226288367495997900e-01,2.725718953665401401e-01,4.003956073052209463e-01,1.000000000000000000e+00
8.001553971057713266e-01,5.646963110469562785e-01,4.804151639194701451e-01,1.000000000000000000e+00
6.854036257185682768e-01,2.223932465435888572e-01,3.591783618702153458e-01,1.000000000000000000e+00
6.673279453141471862e-01,2.441842306590737421e-01,4.251206605754897505e-01,1.000000000000000000e+00
5.719536682448160825e-01,5.047080611026149022e-01,3.138106513591141233e-01,1.000000000000000000e+00
8.828014555034706667e-01,4.278929743804439911e-01,3.870930760358786138e-01,1.000000000000000000e+00
6.978683100707331333e-01,2.159002236339951086e-01,3.248177749724920349e-01,1.000000000000000000e+00
6.135856850965080156e-01,3.542431271529677406e-01,3.934759820234359773e-01,1.000000000000000000e+00
6.450695467376882375e-01,4.724987464488132893e-01,5.315961361032420784e-01,1.000000000000000000e+00
6.444806486502916432e-01,3.730181999538861870e-01,5.293448789648652619e-01,1.000000000000000000e+00
6.257764223953088401e-01,3.295972647193464722e-01,3.901885662888127659e-01,1.000000000000000000e+00
6.992450144293477221e-01,4.755065206841525005e-01,4.118634410465075724e-01,1.000000000000000000e+00
7.637607896790258311e-01,3.749730210122462770e-01,4.161113802578116361e-01,1.000000000000000000e+00
5.992091362201290572e-01,3.413613132862055588e-01,4.309652361424406442e-01,1.000000000000000000e+00
6.113354592853895708e-01,4.269604177893960850e-01,4.521678876553343884e-01,1.000000000000000000e+00
5.938918857116280980e-01,3.670062140502641235e-01,3.588433049716114320e-01,1.000000000000000000e+00
6.553036456714520508e-01,3.285030507709469916e-01,3.727479394145445379e-01,1.000000000000000000e+00
7.126959990383011645e-01,4.302700995366090519e-01,4.698908687640183102e-01,1.000000000000000000e+00
6.463978517421725689e-01,4.295611533121224124e-01,4.647433947265978138e-01,1.000000000000000000e+00
6.767316818558394287e-01,3.077109041305654547e-01,2.878879100873372177e-01,1.000000000000000000e+00
6.916429168869930866e-01,3.671127143901849466e-01,2.777078225985152304e-01,1.000000000000000000e+00
7.053158625142107452e-01,4.516386017862892288e-01,3.590028095800366081e-01,1.000000000000000000e+00
7.042312505547680956e-01,3.160277152239380216e-01,4.714621081861199436e-01,1.000000000000000000e+00
6.862943874158131674e-01,3.738704654656547777e-01,4.429507727233618630e-01,1.000000000000000000e+00
5.684378506447149704e-01,3.247793146837697487e-01,4.162164272958445155e-01,1.000000000000000000e+00
7.776345509169375614e-01,5.160606144252262162e-01,5.457424910917259009e-01,1.000000000000000000e+00
8.011524573739778887e-01,3.469665042575355574e-01,3.946740491776909998e-01,1.000000000000000000e+00
8.060612008238753345e-01,2.318016709012092891e-01,4.666341209702040693e-01,1.000000000000000000e+00
7.731601939099170817e-01,5.246278806228883429e-01,2.095180273758123490e-01,1.000000000000000000e+00
7.293023456875631361e-01,3.643906527766130332e-01,3.376151615645399673e-01,1.000000000000000000e+00
7.141894665430681410e-01,1.920703207871751472e-01,4.349612483728233503e-01,1.000000000000000000e+00
8.050903385095142806e-01,1.675525057881209756e-01,4.119314226575728211e-01,1.000000000000000000e+00
6.293656752085718953e-01,4.764799420116758166e-01,2.609831275904853642e-01,1.000000000000000000e+00
6.875429149995772038e-01,3.997654868814398132e-01,5.120560690231448220e-01,1.000000000000000000e+00
7.319916535336234986e-01,3.759027314741003045e-01,4.245185923461934907e-01,1.000000000000000000e+00
7.504901943851256529e-01,3.550568472699520695e-01,4.453555562426696479e-01,1.000000000000000000e+00
7.611715417914654003e-01,4.006845391273128332e-01,3.175671729473180105e-01,1.000000000000000000e+00
7.396532096619405916e-01,4.471754095834429288e-01,4.549054472610284394e-01,1.000000000000000000e+00
8.477555780548982067e-01,4.018734500092963069e-01,4.283006885972532873e-01,1.000000000000000000e+00
8.043552319542623952e-01,6.108812202671396463e-01,4.330416203790872776e-01,1.000000000000000000e+00
7.803799047152760737e-01,3.532290866939316598e-01,6.424117302985588029e-01,1.000000000000000000e+00
6.744669181251439216e-01,4.061721177290836815e-01,3.958066931002897637e-01,1.000000000000000000e+00
6.975115075924029906e-01,2.551253477304183948e-01,3.400136643835595107e-01,1.000000000000000000e+00
7.029890458396877984e-01,2.723585528243300802e-01,3.973449193242672983e-01,1.000000000000000000e+00
6.107933734426176375e-01,2.960986553742686600e-01,4.729838934941288375e-01,1.000000000000000000e+00
8.653346205380295642e-01,4.804874708533806715e-01,4.613890674746061182e-01,1.000000000000000000e+00
6.059723531479347391e-01,4.014452469555497283e-01,4.612920888057260860e-01,1.000000000000000000e+00
6.598881740358473191e-01,3.890916846539875240e-01,5.537278908373755026e-01,1.000000000000000000e+00
5.991366150568696591e-01,3.546684907371614459e-01,4.582758677742145847e-01,1.000000000000000000e+00
6.468309776848198966e-01,3.438856834051988165e-01,5.541139505693621903e-01,1.000000000000000000e+00
7.868612780987889188e-01,3.262021897672683912e-01,3.486017048204921309e-01,1.000000000000000000e+00
6.559090989041310715e-01,6.458878253343094400e-01,4.207756540559865477e-01,1.000000000000000000e+00
8.719189146473367291e-01,4.547952411260087202e-01,3.903465409490974314e-01,1.000000000000000000e+00
7.068120015628043262e-01,2.463739686742766888e-01,4.486161104557542245e-01,1.000000000000000000e+00
7.446281645690804307e-01,3.427748929114541321e-01,4.036879713437911965e-01,1.000000000000000000e+00
6.661214944235849256e-01,4.192574891379200475e-01,4.711956442461882055e-01,1.000000000000000000e+00
7.129619846102110969e-01,3.932807044930863860e-01,3.289562811681057686e-01,1.000000000000000000e+00
6.951209433012892625e-01,3.717971928834563622e-01,4.921255558174727485e-01,1.000000000000000000e+00
7.770954716310397581e-01,3.186435929526479915e-01,3.780050685688915446e-01,1.000000000000000000e+00
5.649919340118606526e-01,3.675901016052852688e-01,4.590288795823003198e-01,1.000000000000000000e+00
7.107119210972563383e-01,3.747017896389110980e-01,2.755338629730565425e-01,1.000000000000000000e+00
7.027595096123649965e-01,2.487407350946943818e-01,2.797585806307953393e-01,1.000000000000000000e+00
7.629365885320392726e-01,4.799136819745219995e-01,5.370567162109105563e-01,1.000000000000000000e+00
4.868699157474855044e-01,3.049838052452810699e-01,5.020316456273036243e-01,1.000000000000000000e+00
7.538716150397694049e-01,2.289202911673050289e-01,3.602535420571050806e-01,1.000000000000000000e+00
5.932116947313980093e-01,2.041963812682923429e-01,3.122242386719318863e-01,1.000000000000000000e+00
7.523209541249893384e-01,2.539440335157876483e-01,4.534098641503181426e-01,1.000000000000000000e+00
7.100000878521596226e-01,4.098410962068750885e-01,4.053535791500312846e-01,1.000000000000000000e+00
7.280072141185282009e-01,3.487122265866377524e-01,5.396123027229275948e-01,1.000000000000000000e+00
6.451811625531346239e-01,1.663781687618882676e-01,4.890636838844589218e-01,1.000000000000000000e+00
6.992817876504010544e-01,4.485568760457088189e-01,5.144899773352685779e-01,1.000000000000000000e+00
6.367014626504967634e-01,3.981086786516263021e-01,4.241001714724229599e-01,1.000000000000000000e+00
6.698089939660539782e-01,4.202882825345068407e-01,4.048282294196926534e-01,1.000000000000000000e+00
5.797267712257230254e-01,2.949096901981547170e-01,5.983425151566209577e-01,1.000000000000000000e+00
7.202414620355067632e-01,3.662586788110188118e-01,3.076617546541243198e-01,1.000000000000000000e+00
6.260198972244984672e-01,4.013885958613742644e-01,5.639755381815254598e-01,1.000000000000000000e+00
6.705492641305175194e-01,3.416367605870856416e-01,4.747587636333643335e-01,1.000000000000000000e+00
7.646822079152663099e-01,5.006081686891791227e-01,4.873799111855307564e-01,1.000000000000000000e+00
6.579451865819242462e-01,3.138833791540421303e-01,3.926663425927483519e-01,1.000000000000000000e+00
8.023959524161069501e-01,3.465365400028229126e-01,4.994754155633238657e-01,1.000000000000000000e+00
8.746860343993663189e-01,2.756707570472304303e-01,4.355362488861887482e-01,1.000000000000000000e+00
6.850177531382534157e-01,3.361039414246597135e-01,5.257052424831870630e-01,1.000000000000000000e+00
5.614593148737454520e-01,5.518518258479602201e-01,3.864417073488428667e-01,1.000000000000000000e+00
6.096937586604367354e-01,2.590217301794056626e-01,3.156758415154850006e-01,1.000000000000000000e+00
7.283802127797276427e-01,4.087875120250347161e-01,4.496228912420669466e-01,1.000000000000000000e+00
7.471708750210848127e-01,3.595475125544781991e-01,4.805268038991549751e-01,1.000000000000000000e+00
5.673820373045579402e-01,4.532492527495536327e-01,5.463857022035085720e-01,1.000000000000000000e+00
7.171818903571828274e-01,4.354768945917714684e-01,5.580390165073976227e-01,1.000000000000000000e+00
7.288808560241414325e-01,2.981332346022565472e-01,4.155615261012741146e-01,1.000000000000000000e+00
6.403358243725796317e-01,4.409352360638159052e-01,4.646398845376890629e-01,1.000000000000000000e+00
7.452712465592220559e-01,3.943460451845582360e-01,2.839080894038569780e-01,1.000000000000000000e+00
6.570678785385339893e-01,2.910572435845773520e-01,5.203232717308474697e-01,1.000000000000000000e+00
6.960363606304806883e-01,3.183412469199293771e-01,4.471949031046688061e-01,1.000000000000000000e+00
6.924110349333599812e-01,3.131333676814296862e-01,4.451988955087446409e-01,1.000000000000000000e+00
6.197522351928785866e-01,3.920497838701623716e-01,5.466921599568638213e-01,1.000000000000000000e+00
6.028882737775222989e-01,3.700939605633491447e-01,3.809789017730277338e-01,1.000000000000000000e+00
6.524547120691911450e-01,4.510041367271497292e-01,3.753247196128196017e-01,1.000000000000000000e+00
6.277748222003827205e-01,5.006977766367446403e-01,4.450749295116470661e-01,1.000000000000000000e+00
7.340613931689510263e-01,3.426103391949060772e-01,5.158792981524751298e-01,1.000000000000000000e+00
6.643846133058299852e-01,4.294529442188916857e-01,2.802021184004535037e-01,1.000000000000000000e+00
7.201543708803574972e-01,2.714626185711507267e-01,4.024856496258880645e-01,1.000000000000000000e+00
8.128599537097225269e-01,2.875163690856732401e-01,4.721972711512144594e-01,1.000000000000000000e+00
6.728022504179325125e-01,2.722692834456423294e-01,3.562758387547126926e-01,1.000000000000000000e+00
7.888537602998334508e-01,3.815449614271848588e-01,4.049553093673676218e-01,1.000000000000000000e+00
6.780577837639149008e-01,3.017660634134297637e-01,3.884901016890041636e-01,1.000000000000000000e+00
7.096121446101344432e-01,4.057277351030684764e-01,4.302034641889460609e-01,1.000000000000000000e+00
5.977415485573079890e-01,2.986125998202909249e-01,5.221549668133351751e-01,1.000000000000000000e+00
6.881064561248523281e-01,3.529346493436675836e-01,4.804083555819769202e-01,1.000000000000000000e+00
7.938601803314176975e-01,2.518214177742292836e-01,4.353475177166478138e-01,1.000000000000000000e+00
7.317100963530943636e-01,3.407333364731214287e-01,5.066385214118181990e-01,1.000000000000000000e+00
6.539705387891451283e-01,3.517024104968312637e-01,4.757403099783633071e-01,1.000000000000000000e+00
6.180034817006205827e-01,3.473110800944332888e-01,4.194093216337120844e-01,1.000000000000000000e+00
8.083892217446690953e-01,2.962341696746154107e-01,3.968354840033885833e-01,1.000000000000000000e+00
8.272886802905621284e-01,2.309123576427735136e-01,4.735746077761927020e-01,1.000000000000000000e+00
6.539485600519802100e-01,2.701664233303186502e-01,4.103995727628559353e-01,1.000000000000000000e+00
7.403592459704064765e-01,3.648431119081557705e-01,5.377279853861487435e-01,1.000000000000000000e+00
7.053813569425103625e-01,2.569456280250067559e-01,3.341590303204899914e-01,1.000000000000000000e+00
6.609971133017684686e-01,4.481101055023439805e-01,3.636871026085728431e-01,1.000000000000000000e+00
7.759422694336622905e-01,4.202804852126865720e-01,2.963758981733597975e-01,1.000000000000000000e+00
6.221021587325444857e-01,2.772914297323600952e-01,6.005037035170028847e-01,1.000000000000000000e+00
6.777051070560649038e-01,5.382513259850050247e-01,4.333673315260851422e-01,1.000000000000000000e+00
6.279286536127888230e-01,4.070680307827649336e-01,4.650536546049617304e-01,1.000000000000000000e+00
7.016501294630356211e-01,4.106188823819996725e-01,4.261047820413275677e-01,1.000000000000000000e+00
7.187435711977880892e-01,4.259362229743945960e-01,4.502096619275700595e-01,1.000000000000000000e+00
7.284224936176000309e-01,3.370717076578081950e-01,4.519988055940269422e-01,1.000000000000000000e+00
6.552182489500497642e-01,5.252385604068120495e-01,4.967799799358620372e-01,1.000000000000000000e+00
7.323299086001885394e-01,4.408553577242175781e-01,4.417597049257560582e-01,1.000000000000000000e+00
6.705519248986390179e-01,4.164011389924796580e-01,3.828846034748769611e-01,1.000000000000000000e+00
6.414536166776124704e-01,3.145659401887174189e-01,4.317117962937532250e-01,1.000000000000000000e+00
7.450346011300927884e-01,2.670287911235393330e-01,3.516137584624597356e-01,1.000000000000000000e+00
6.699934391004744860e-01,2.735095953783333034e-01,4.669634976410325100e-01,1.000000000000000000e+00
7.095106214655249044e-01,4.130134618281172676e-01,4.463198273757937318e-01,1.000000000000000000e+00
8.118322460756570713e-01,3.745133709051469695e-01,3.832134635412522417e-01,1.000000000000000000e+00
7.695790496865179131e-01,3.663288557180719995e-01,3.632833026163373447e-01,1.000000000000000000e+00
7.004120282335646319e-01,2.741644364320086624e-01,4.312775408420960188e-01,1.000000000000000000e+00
8.857870573035475648e-01,4.559609067241254809e-01,5.159046827780341404e-01,1.000000000000000000e+00
6.577533369998546098e-01,3.192442232898484722e-01,3.167008180760994551e-01,1.000000000000000000e+00
7.270136280749031066e-01,4.923577234667642077e-01,5.325429397660346176e-01,1.000000000000000000e+00
6.449130187831575434e-01,2.056210917536471228e-01,4.493879287212020346e-01,1.000000000000000000e+00
8.376914324382158661e-01,3.975086030620385569e-01,4.874013981959390285e-01,1.000000000000000000e+00
6.581048335745932620e-01,2.755558254007476338e-01,3.977698440789827483e-01,1.000000000000000000e+00
6.597585709266974296e-01,1.824375793279750801e-01,4.208610904887978843e-01,1.000000000000000000e+00
6.983888622884435460e-01,4.629925074287027931e-01,4.183206107042048982e-01,1.000000000000000000e+00
6.824350251525225231e-01,3.861675756045496177e-01,3.999139547149070384e-01,1.000000000000000000e+00
7.705670270644608966e-01,3.506287840528279909e-01,4.940603404880660188e-01,1.000000000000000000e+00
6.090878459606823281e-01,3.882619538933582692e-01,3.657533963491226281e-01,1.000000000000000000e+00
7.436308684161911930e-01,1.431514169127540703e-01,3.892632654943394832e-01,1.000000000000000000e+00
6.747404203241991194e-01,3.870578831729618585e-01,5.112911165137172809e-01,1.000000000000000000e+00
6.310042498123245025e-01,3.085131511878781985e-01,3.477672442936842745e-01,1.000000000000000000e+00
6.601797623353042876e-01,4.447861913397346822e-01,3.461765101760203578e-01,1.000000000000000000e+00
7.226853807216411241e-01,3.721629598359151303e-01,1.938708962962581994e-01,1.000000000000000000e+00
7.529382887008440051e-01,6.020772077798266508e-01,4.696729621450180248e-01,1.000000000000000000e+00
7.370511395992468406e-01,3.298761396760288012e-01,4.757936104091583518e-01,1.000000000000000000e+00
7.396672170076313835e-01,3.994827016385344987e-01,5.898226039970762002e-01,1.000000000000000000e+00
8.710488762372546878e-01,3.895498162871428027e-01,4.047362156840481617e-01,1.000000000000000000e+00
7.152732206686934768e-01,3.973451298507978402e-01,4.434150675454146540e-01,1.000000000000000000e+00
6.926297277968553878e-01,2.938281986420474001e-01,4.179316560087298349e-01,1.000000000000000000e+00
