F0,F1,F2,F3,F4,F5
8.125410261104184517e-01,-5.666244884608948595e-01,7.013630627917077920e-01,-3.242481571326198408e-01,-3.783194581628892550e-01,0.000000000000000000e+00
7.061198574704830033e-01,-6.182786620701052893e-01,7.202997675107059017e-01,-1.811587170469271535e-01,-3.377835013476626624e-01,0.000000000000000000e+00
9.418330394791687432e-01,-6.565989416300039849e-01,6.084381448174378537e-01,-2.946983687260381624e-01,-3.554884454795495530e-01,0.000000000000000000e+00
7.468622405340502590e-01,-6.711264088738819744e-01,7.487164727150816823e-01,-2.289690505308846213e-01,-4.345529427362962993e-01,0.000000000000000000e+00
7.187093765145184943e-01,-6.046122074826664194e-01,7.694950003143969930e-01,-3.875590537746957387e-01,-4.132357877750975073e-01,0.000000000000000000e+00
8.529701439092982618e-01,-7.821766021941084501e-01,7.194426515013012668e-01,-1.599373828349480442e-01,-4.448358958812917430e-01,0.000000000000000000e+00
8.271509524481232001e-01,-7.349430970227679438e-01,7.355336406008624595e-01,-4.598676160724718409e-01,-4.187334287869192706e-01,0.000000000000000000e+00
7.829516874548853034e-01,-7.400346494045145773e-01,7.035829382204370486e-01,-2.684065078114755698e-02,-3.700500403750164313e-01,0.000000000000000000e+00
7.702778637093502523e-01,-5.590029391623442256e-01,6.898799995593296597e-01,-1.203029357879600580e-01,-3.263167945766883848e-01,0.000000000000000000e+00
7.046299987960301658e-01,-5.732738477398117150e-01,7.620562929870724478e-01,-3.571688920492283592e-01,-4.760994904858935062e-01,0.000000000000000000e+00
8.196862979941752503e-01,-5.862999091099745375e-01,6.958988427895508311e-01,-6.367801219764382403e-02,-4.107919099533378637e-01,0.000000000000000000e+00
8.608918390945776711e-01,-5.215627305614608522e-01,7.782064670421381392e-01,-2.321442865368396613e-01,-4.165577713737713128e-01,0.000000000000000000e+00
7.356931619484836649e-01,-5.562868352615701895e-01,7.243247709150790747e-01,-2.057723257720353027e-01,-3.630927225391573643e-01,0.000000000000000000e+00
7.617181509170370957e-01,-5.824391283260896834e-01,7.350676501097066495e-01,-3.075367615704560631e-01,-3.059199568099163491e-01,0.000000000000000000e+00
8.536430886198081991e-01,-5.802735057946439845e-01,7.503909877159423703e-01,-1.814146717585367052e-01,-3.679859897054430506e-01,0.000000000000000000e+00
7.501430236367107041e-01,-5.399430497188170142e-01,8.652193898694771068e-01,-2.651635475999547520e-01,-5.146018967375941555e-01,0.000000000000000000e+00
8.046847795260737568e-01,-6.207933049225226041e-01,7.486267033199676124e-01,-2.718298705327620302e-01,-4.512329123951686616e-01,0.000000000000000000e+00
7.529823097112486874e-01,-5.132611650742214815e-01,7.486637289574358256e-01,-2.753340629700281594e-01,-4.337826356654746474e-01,0.000000000000000000e+00
7.389255865624002606e-01,-6.917286759428538101e-01,6.610257734617621672e-01,-2.708894094401603780e-01,-3.988108712550487711e-01,0.000000000000000000e+00
7.085734955371242316e-01,-6.511194892401203083e-01,6.912461610409176282e-01,-2.398130393136118088e-01,-5.017998452423515499e-01,0.000000000000000000e+00
9.987120357616872113e-01,-5.190306232403516518e-01,7.901373037445581504e-01,-2.816091760676071587e-01,-4.654972238213868629e-01,0.000000000000000000e+00
6.663242826448640965e-01,-6.037978381293153118e-01,6.103443570331341661e-01,-3.642280734855093960e-01,-5.074563052652458772e-01,0.000000000000000000e+00
8.843863942544631929e-01,-5.676351334668127135e-01,8.112525225310739385e-01,-3.493967403547392214e-01,-3.727591536842915221e-01,0.000000000000000000e+00
8.449137585332220368e-01,-6.474086818144125788e-01,7.770573973529057987e-01,-2.955177678594306800e-01,-4.736009176856060821e-01,0.000000000000000000e+00
8.055871930160163341e-01,-4.982543588025182268e-01,7.869401415780969966e-01,-7.191013486682718003e-03,-5.450450857985201791e-01,0.000000000000000000e+00
6.595337427680353359e-01,-5.217233827058583850e-01,6.991991664582175581e-01,-1.954298410581827017e-01,-3.366622745073415968e-01,0.000000000000000000e+00
7.668665153840408255e-01,-6.994295263406165031e-01,7.520363007821854184e-01,-1.687161440747103613e-01,-3.876162059794729942e-01,0.000000000000000000e+00
7.356432737423980184e-01,-6.772295521981596123e-01,6.985472104938028615e-01,-2.007035744351564066e-01,-3.743518858246262515e-01,0.000000000000000000e+00
8.527023406849365550e-01,-5.483454007609074310e-01,6.906900443368970688e-01,-1.225360699157938271e-01,-3.296602579642765596e-01,0.000000000000000000e+00
7.939534621682979854e-01,-7.569398239297171482e-01,8.864278942725590804e-01,-3.231211718699824598e-01,-5.400199059364206855e-01,0.000000000000000000e+00
9.273635475040066245e-01,-4.577136372876596249e-01,5.793343440912099851e-01,-2.175802186040740605e-01,-3.676067218206672260e-01,0.000000000000000000e+00
7.682371916103214460e-01,-6.773775650770971213e-01,5.685351832413265694e-01,-3.838722272380546974e-01,-4.296440557404358485e-01,0.000000000000000000e+00
8.710475694179600215e-01,-6.241571394614736645e-01,7.582129765621006268e-01,-3.078459126073427865e-01,-3.045670931805534720e-01,0.000000000000000000e+00
7.643234780364094316e-01,-5.484494021817813980e-01,7.011753881275423206e-01,-2.482867666498315140e-01,-4.595117525128091795e-01,0.000000000000000000e+00
8.017439665841208374e-01,-5.725444585614293258e-01,8.565522588452078034e-01,-3.437150003200719617e-01,-5.083587728017835428e-01,0.000000000000000000e+00
6.581787262584606335e-01,-7.218378160922905851e-01,6.169262109204242117e-01,-2.161514026472491634e-01,-3.870047315826815604e-01,0.000000000000000000e+00
8.441306004263804397e-01,-5.266128744406561868e-01,6.123288765060596051e-01,-2.032227433171220066e-01,-3.426564017656421601e-01,0.000000000000000000e+00
7.968705979542494156e-01,-7.424101491376527973e-01,8.975004781450255376e-01,-2.109394675680678621e-01,-4.932076734180125266e-01,0.000000000000000000e+00
8.773140438887305770e-01,-5.646768879203313274e-01,5.965161565069084793e-01,-1.877339639607561450e-01,-5.122370318794259303e-01,0.000000000000000000e+00
8.452042066682823318e-01,-5.335320372970659974e-01,7.449002728768012727e-01,-1.611342427087253948e-01,-3.432337192929372227e-01,0.000000000000000000e+00
7.776077734318754819e-01,-5.390663374024079468e-01,7.674659610711960234e-01,-2.878782217646515540e-01,-4.769128013941993371e-01,0.000000000000000000e+00
8.184285097307836265e-01,-6.407216123959827980e-01,5.720954135151790076e-01,-3.159641761005013150e-01,-3.942825052328253199e-01,0.000000000000000000e+00
8.556876132296743487e-01,-5.827958547683940171e-01,6.757414336956165668e-01,-3.102748162436992363e-01,-4.566961249498528996e-01,0.000000000000000000e+00
9.653345915719092618e-01,-6.723742451638043960e-01,6.837617112252516449e-01,-2.434937310789464238e-01,-4.275423893888830595e-01,0.000000000000000000e+00
7.208733918138729990e-01,-5.056390434401200062e-01,8.321030603872274778e-01,-4.103300887809190334e-01,-5.384194251097231820e-01,0.000000000000000000e+00
7.399717678902528739e-01,-7.281124860822669742e-01,6.350658574103373866e-01,-3.789389506167802901e-01,-4.397444432668247694e-01,0.000000000000000000e+00
6.655017992123816173e-01,-6.498590205983275636e-01,6.800250368018434521e-01,-3.908768570361230710e-01,-3.759076201506488246e-01,0.000000000000000000e+00
8.484948297797648697e-01,-7.333368343857022964e-01,6.501998205441639200e-01,-1.868560384329829849e-01,-3.699499709511028245e-01,0.000000000000000000e+00
6.567606833062273886e-01,-6.404562481599062052e-01,6.143341431402302710e-01,-2.269212454927788669e-01,-3.962564719353297571e-01,0.000000000000000000e+00
8.350790600987414436e-01,-6.919253944153428426e-01,5.993152904575137496e-01,-3.631242559400775227e-01,-4.445392059621480763e-01,0.000000000000000000e+00
8.182374767631209744e-01,-6.187779377481372745e-01,6.444903986855381461e-01,-3.782386211230321371e-01,-3.585398258715570829e-01,0.000000000000000000e+00
7.828553664699973158e-01,-5.690665220425312754e-01,6.254669139929214250e-01,-2.393223524413200243e-01,-3.791286319128041593e-01,0.000000000000000000e+00
8.249243435317232809e-01,-6.609121800936137436e-01,6.363129206756763523e-01,-2.374923159857510457e-01,-2.498794714056058464e-01,0.000000000000000000e+00
9.829459354275368321e-01,-6.618080687801225492e-01,6.735058026544860077e-01,-2.413077872816588587e-01,-3.775237644989877239e-01,0.000000000000000000e+00
8.564051802324432749e-01,-4.507340536834139599e-01,6.486221175656289306e-01,-2.307879003779167992e-01,-3.421327033197011369e-01,0.000000000000000000e+00
7.798069729683620999e-01,-6.355601191198527733e-01,7.303762974974209454e-01,-3.563522423273769446e-01,-3.813742863425403362e-01,0.000000000000000000e+00
8.670005116159348324e-01,-6.834931763840926822e-01,8.378309979786178197e-01,-2.532997319800465164e-01,-5.577557852207106759e-01,0.000000000000000000e+00
9.958847553113389095e-01,-5.246968620674106187e-01,6.679019826032051022e-01,-1.368372060920748923e-01,-3.868978811939188245e-01,0.000000000000000000e+00
7.649004588909201763e-01,-5.041404782020956210e-01,7.082926180398857463e-01,-2.860564228735778536e-01,-4.625808534841073794e-01,0.000000000000000000e+00
7.093112370777563402e-01,-5.036604488112006450e-01,6.152971949140819685e-01,-2.629918004145856414e-01,-4.191613742453241809e-01,0.000000000000000000e+00
7.105191765599717657e-01,-7.319034585517928404e-01,6.524111280928642786e-01,-4.344444644394244714e-01,-3.669323086686236413e-01,0.000000000000000000e+00
7.309405513835176560e-01,-5.541998093405843262e-01,7.349989656858133547e-01,-1.783429683438154667e-01,-3.604670843563201332e-01,0.000000000000000000e+00
9.623944227440405230e-01,-5.387411990026123032e-01,6.378389764198206802e-01,-2.409139121620152424e-01,-4.857099070400510143e-01,0.000000000000000000e+00
7.296347556789470890e-01,-6.166283835799053481e-01,8.511112155469553464e-01,-1.771542840012894082e-01,-3.321013697244331597e-01,0.000000000000000000e+00
7.927894433978315281e-01,-6.841954685894171551e-01,7.260528313722742766e-01,-2.873003800597769275e-01,-4.434105781738885144e-01,0.000000000000000000e+00
8.840403864039602100e-01,-3.650496058094226948e-01,7.099415526792953735e-01,-2.375283400221372132e-01,-4.284597250588123574e-01,0.000000000000000000e+00
8.285195062400309007e-01,-6.729664149691733099e-01,8.031319152790515892e-01,-2.934999635984289479e-01,-5.306280127935304458e-01,0.000000000000000000e+00
8.371612067810170199e-01,-5.880415585537291934e-01,6.151177490431799511e-01,-3.883229068385722904e-01,-4.188993904414097802e-01,0.000000000000000000e+00
7.858708414856483415e-01,-6.051108309893500348e-01,6.553156236187965833e-01,-1.907384427369326341e-01,-3.422330879431290107e-01,0.000000000000000000e+00
7.895596445925066043e-01,-6.474967126013125851e-01,6.875164952544645658e-01,-3.281196541032787017e-01,-5.672122146743578952e-01,0.000000000000000000e+00
8.942388590177675622e-01,-6.608566274451355138e-01,6.732798248945791597e-01,-1.188136317574464973e-01,-3.886408192406876072e-01,0.000000000000000000e+00
7.190871896330208735e-01,-5.620372024420259294e-01,6.205578093272638984e-01,-3.416821954370468095e-01,-4.679899677700689042e-01,0.000000000000000000e+00
8.399649151744601472e-01,-4.737476791336044935e-01,8.718878664609281959e-01,-2.127420847161091144e-01,-4.092781602462717827e-01,0.000000000000000000e+00
9.231608296776105949e-01,-6.067972908191157089e-01,7.394421737957740381e-01,-2.327729215327766221e-01,-4.465867776991404026e-01,0.000000000000000000e+00
7.553182146635842864e-01,-7.470504267783217855e-01,7.285974194987867580e-01,-3.512273575635014855e-01,-4.816409485968367044e-01,0.000000000000000000e+00
7.435970899814559054e-01,-5.743474085097476367e-01,7.166279810769708991e-01,-2.305321925290682028e-01,-3.057977814240424586e-01,0.000000000000000000e+00
6.503083891618953727e-01,-6.096564396366980221e-01,6.236252785901081896e-01,-2.894380228013186396e-01,-3.746224648398109869e-01,0.000000000000000000e+00
7.072097004667899922e-01,-7.105828906498639075e-01,8.197366467266152812e-01,-2.378745135456740156e-01,-3.064830528821185784e-01,0.000000000000000000e+00
9.074071495713336155e-01,-5.294398185237761956e-01,5.913575337662074771e-01,-1.485053306607217738e-01,-3.764415469683765059e-01,0.000000000000000000e+00
6.133454792999124550e-01,-5.007815212628828894e-01,6.312606631888721953e-01,-2.434117224662624979e-01,-3.390507564687512687e-01,0.000000000000000000e+00
7.266418078433030114e-01,-6.121110216150537076e-01,7.015892441289039994e-01,-2.125566697044658504e-01,-4.926999716938653129e-01,0.000000000000000000e+00
6.421893683510783157e-01,-5.954016028572491903e-01,7.323345594804739900e-01,-3.434739252123338860e-01,-5.206181563929002110e-01,0.000000000000000000e+00
8.348632726845259810e-01,-8.199361394052182561e-01,7.714289907879269270e-01,-3.106162386490438632e-01,-4.239547619072363549e-01,0.000000000000000000e+00
9.367957504965485072e-01,-5.733578261869154424e-01,8.147074945774535060e-01,-2.664803394649023494e-01,-4.541224814397382126e-01,0.000000000000000000e+00
7.538879221257258623e-01,-5.499493266820401072e-01,7.757291903067674577e-01,-4.446380485517266168e-01,-4.746444807832757018e-01,0.000000000000000000e+00
6.950282850712425908e-01,-6.052148517343332035e-01,6.196858648990404284e-01,-2.746710143639343182e-01,-3.060025287842306763e-01,0.000000000000000000e+00
7.981143280460705203e-01,-7.863248124542473461e-01,5.773543743190827637e-01,-2.707704715636470860e-01,-3.589611118372738607e-01,0.000000000000000000e+00
8.947195739274528270e-01,-5.289878239803207371e-01,5.583107016710008308e-01,-2.749902715933244535e-01,-4.038843555200214985e-01,0.000000000000000000e+00
7.931947970802194492e-01,-5.830564118601837542e-01,6.717829058130716513e-01,-4.218560183914904504e-01,-3.967506134313177335e-01,0.000000000000000000e+00
9.024852899515095617e-01,-7.532081961387965263e-01,8.552013004382004180e-01,-2.648934316386096222e-01,-4.675265934961754799e-01,0.000000000000000000e+00
8.332844491122705088e-01,-5.543693231494667417e-01,6.716105024041227889e-01,-2.021527951878496765e-01,-3.644236510539859975e-01,0.000000000000000000e+00
7.078207795009610059e-01,-5.115576828059359427e-01,6.790504807093316053e-01,-3.214237607944993580e-01,-4.701497714226410274e-01,0.000000000000000000e+00
6.570296010764228312e-01,-5.176153782964910688e-01,7.626564727331565097e-01,-2.378821606713636405e-01,-4.303249593418520536e-01,0.000000000000000000e+00
8.405115152661367661e-01,-5.657146129952307367e-01,6.546352076886632343e-01,-3.820556746524869096e-01,-4.236379171346369432e-01,0.000000000000000000e+00
9.702809754348995508e-01,-5.292548847956985991e-01,6.232120853936224947e-01,-1.425662662313114393e-01,-5.227868581632205691e-01,0.000000000000000000e+00
7.786061863533837446e-01,-7.132989784996696114e-01,7.119819713177909515e-01,-2.879717489078724713e-01,-3.218378780429802521e-01,0.000000000000000000e+00
7.589628891325232996e-01,-5.877950974827284014e-01,7.339342624193219145e-01,-2.606169357952400900e-01,-4.287477578311079673e-01,0.000000000000000000e+00
8.216838493819611511e-01,-6.688344945125621610e-01,6.565417267159010528e-01,-2.476900031280333259e-01,-4.654087005196768101e-01,0.000000000000000000e+00
6.665131312267986718e-01,-6.606048014373615551e-01,5.594471859058766094e-01,-4.480225432187268098e-01,-3.403508766776680572e-01,0.000000000000000000e+00
8.058643564778821267e-01,-6.519296421967450961e-01,7.685526369612701858e-01,-4.100853413832056260e-01,-4.040547061520184946e-01,0.000000000000000000e+00
8.601589369813458230e-01,-6.908119743947238600e-01,8.013591874334506926e-01,-3.553616429440260571e-01,-4.234061615968838788e-01,0.000000000000000000e+00
8.161374663109339789e-01,-6.812508384960327401e-01,8.518338132436701349e-01,-3.218803740150290027e-01,-4.511159699921689081e-01,0.000000000000000000e+00
7.160239935707798375e-01,-6.364494252681570652e-01,7.765054967341448178e-01,-2.885908468128905446e-01,-4.728731253685524161e-01,0.000000000000000000e+00
6.633004364807031372e-01,-5.903393616101737518e-01,6.099967198116590383e-01,-3.176521248902482442e-01,-5.074734831520989475e-01,0.000000000000000000e+00
7.946238903688415123e-01,-7.452366910073126016e-01,5.778143535507260786e-01,-3.211685859614993310e-01,-6.034914980175934973e-01,0.000000000000000000e+00
8.518052211041717836e-01,-6.659824649729635393e-01,6.914894393804830175e-01,-2.836168238513516737e-01,-4.440766387999482423e-01,0.000000000000000000e+00
8.024043882605007560e-01,-4.048109143396741993e-01,7.540464800999703288e-01,-3.529700617890801917e-01,-3.955727509472983794e-01,0.000000000000000000e+00
1.033020417389656886e+00,-5.404242950724997829e-01,6.063619994889095643e-01,-3.421477101070664606e-01,-3.273975538359685800e-01,0.000000000000000000e+00
7.264994034929581623e-01,-4.978310207026234169e-01,5.876548550843216923e-01,-3.421226926038119509e-01,-4.319089159475398843e-01,0.000000000000000000e+00
7.267540573943296334e-01,-6.272661980221333478e-01,8.473835461746034303e-01,-3.214859391892755935e-01,-3.704195885641427544e-01,0.000000000000000000e+00
8.985584033393604342e-01,-4.148092600751066561e-01,7.303349180162361787e-01,-2.010390630169132664e-01,-4.795328014362280067e-01,0.000000000000000000e+00
7.206784386985676250e-01,-8.246401593768589722e-01,7.178529800535460303e-01,-1.742814563966494090e-01,-5.018668940614890994e-01,0.000000000000000000e+00
8.001171302652387851e-01,-5.530998115525685987e-01,7.127160393202319755e-01,-3.028419704705772597e-01,-4.780984553033452711e-01,0.000000000000000000e+00
9.076482998006212277e-01,-6.790754528356225395e-01,7.580597790936284275e-01,-2.624207392803533656e-01,-4.484767418357524238e-01,0.000000000000000000e+00
9.810560318401905233e-01,-4.855892309850082800e-01,5.381922028682426529e-01,-4.466201817793007400e-01,-4.937670772301323008e-01,0.000000000000000000e+00
6.917195726018536828e-01,-5.759704960990941203e-01,7.250446834689416864e-01,-3.604297013895396695e-01,-4.679217083341007388e-01,0.000000000000000000e+00
7.915126861554697690e-01,-5.873535565471942332e-01,7.459771800049804780e-01,-2.116312845502519024e-01,-4.935069566018234766e-01,0.000000000000000000e+00
8.041514454367142406e-01,-6.556822160593087645e-01,7.499008979791634832e-01,-2.539590540367052673e-01,-3.736491762261486271e-01,0.000000000000000000e+00
8.405153251845113305e-01,-7.078092798884384473e-01,6.809881837392055548e-01,-2.040503639839648664e-01,-3.107850992652342326e-01,0.000000000000000000e+00
9.177110941133731492e-01,-5.734646351696724986e-01,6.308457833278492410e-01,-2.724488225398464802e-01,-3.488454273467985201e-01,0.000000000000000000e+00
8.385663029340639785e-01,-4.859988368325051100e-01,6.877172944667852006e-01,-2.277191702136542040e-01,-4.697243703779868107e-01,0.000000000000000000e+00
8.667716705009251843e-01,-6.080716540248850555e-01,7.928078207832285340e-01,-2.952620559270842104e-01,-3.350458056151719988e-01,0.000000000000000000e+00
-1.554297131696825984e-01,6.048070303268057168e-01,1.687865730475170412e-01,2.560002915123507083e-01,-8.425136940187581691e-02,1.000000000000000000e+00
-1.607626454868759658e-01,7.468563898091754583e-01,7.616479083499695657e-02,7.065105149013124752e-02,-9.746436621917414778e-02,1.000000000000000000e+00
-3.374280227055008186e-01,6.866869330161200491e-01,-2.512315490959256270e-02,8.716604391706279931e-02,-1.881931777668083283e-01,1.000000000000000000e+00
-2.210276639878234473e-01,6.768406239046417250e-01,-9.620668732733470008e-03,3.726061342562599077e-02,-6.337172619306910559e-02,1.000000000000000000e+00
-2.425060032324579673e-01,5.408959767233654237e-01,1.028449224782944371e-01,2.487504373218411002e-01,-1.704354225585340554e-01,1.000000000000000000e+00
-1.097743044244035848e-01,6.008412516202055187e-01,-4.056127154603152152e-02,9.013368616127835631e-02,-2.421282056583428655e-01,1.000000000000000000e+00
-2.545408579447542841e-01,6.624481602633044419e-01,3.328687824340371970e-02,1.828105059899201024e-01,-1.010921734664302352e-02,1.000000000000000000e+00
-1.689066501768218820e-01,7.063624159423350646e-01,8.107182953237480894e-02,1.033896585354314446e-01,-1.671290202521678037e-01,1.000000000000000000e+00
-1.402569532196318303e-01,6.394155627056135049e-01,2.681906244237876324e-02,1.474212130309124902e-01,-1.736480033277298385e-01,1.000000000000000000e+00
-8.811861322796497864e-02,6.661673466883535344e-01,6.933105546939288821e-02,7.570037627154876936e-02,-1.952238060238892792e-01,1.000000000000000000e+00
-2.273666846629912586e-01,5.880148619979507219e-01,4.371600782543050290e-02,2.703572764423214231e-02,-1.304070336747650272e-01,1.000000000000000000e+00
-1.903670406098338930e-01,5.870720462174655596e-01,2.967153785911895436e-02,1.403955489942280699e-01,-2.482682692638128463e-01,1.000000000000000000e+00
-3.242847618263043352e-01,6.911924493731361752e-01,3.191430160946648331e-02,1.109636187586621608e-01,-4.824359818322795923e-02,1.000000000000000000e+00
-2.872518760164629592e-01,5.486934325289243297e-01,8.310059272440767364e-02,5.702615875943775614e-02,-1.675370520829937981e-01,1.000000000000000000e+00
-5.202776996803140652e-02,5.722910794307652926e-01,7.410243714698387663e-02,1.776424504623749095e-02,-1.977273490296705682e-01,1.000000000000000000e+00
-2.601982400854992994e-01,6.510758274056173134e-01,6.492363747763144066e-02,1.010442803005687923e-01,-1.014145502267112531e-01,1.000000000000000000e+00
-2.242020553209002620e-01,3.694224771401637963e-01,7.769770783293801497e-02,5.483405184283854372e-02,-2.292133138434153672e-01,1.000000000000000000e+00
-3.045780386561874886e-01,6.365296490879464031e-01,1.262255429526020767e-01,1.125074434797571910e-01,-1.881569974009510704e-01,1.000000000000000000e+00
-2.506580262685841332e-01,6.423533177661715499e-01,2.054936491067093640e-01,6.912990410869158941e-02,-1.045168728911274464e-01,1.000000000000000000e+00
-2.594842763927413531e-01,7.135277254150136361e-01,3.643227067003856207e-02,2.297272586309785647e-02,-1.264320168261061084e-01,1.000000000000000000e+00
-1.418641804395793793e-01,6.722280163445114587e-01,1.717386300482252048e-01,1.176366930031253477e-01,-1.144629678832183167e-01,1.000000000000000000e+00
-3.572186253211744322e-01,6.593869978828728051e-01,1.170076664918805881e-02,1.504440185163437027e-01,-5.439793988872325403e-02,1.000000000000000000e+00
-1.280234486571343311e-01,5.982208478368400417e-01,5.474206023487052097e-02,1.251414528078325095e-01,-1.371188575103033380e-01,1.000000000000000000e+00
-2.438614056172379863e-01,7.087734195608913490e-01,-3.789598273416561192e-02,7.980819258249316484e-02,-1.174955113877495655e-01,1.000000000000000000e+00
-2.367456342248285828e-01,6.903162869873001872e-01,3.278504975077356498e-02,1.836453998208708860e-01,-1.254596570639670838e-01,1.000000000000000000e+00
-2.225777403014164157e-01,6.859820124631302862e-01,5.049022659832801130e-02,1.643930782206717289e-01,-7.206447240038195423e-02,1.000000000000000000e+00
-1.036545873053381639e-01,7.583522079722107012e-01,-1.276669422437259893e-03,1.106391942946624851e-01,-1.013858581122290270e-01,1.000000000000000000e+00
-2.802221594779554792e-01,4.534381098975746038e-01,9.388421523293592752e-02,-5.037512297802332339e-04,-1.632481265617434785e-01,1.000000000000000000e+00
-2.289994733988513498e-01,6.541070216585084252e-01,5.372455577631515128e-02,4.697957192826920925e-02,-2.242249095150128657e-01,1.000000000000000000e+00
-1.499850392132779375e-01,6.627037622207667678e-01,1.104609088130959343e-01,-6.319047447388048688e-02,-1.910027542601830663e-01,1.000000000000000000e+00
-1.724285125391306350e-01,6.189848564988630342e-01,1.271536813337267313e-01,1.000312782085239355e-01,-1.646666698163197773e-01,1.000000000000000000e+00
-1.628479468099815197e-01,7.124980860734689836e-01,4.855412886535351302e-02,1.291622729807267445e-01,-8.169054716080323408e-02,1.000000000000000000e+00
-3.749776806149170971e-01,6.083647314881470702e-01,1.746188146979770206e-01,1.958979401467739884e-02,-1.212476513148527391e-01,1.000000000000000000e+00
-1.733899246455363752e-01,6.663706056866927074e-01,-6.109087877732305438e-02,-2.703850587961653673e-02,-1.071741421371384673e-01,1.000000000000000000e+00
-5.113619639654187754e-02,3.893223874511977378e-01,-3.623803950844473043e-02,2.465878875438363149e-01,-2.040864507121115112e-02,1.000000000000000000e+00
